[2026-02-18 18:05:16] info: 	z2m: Logging to console, file (filename: log.log)
[2026-02-18 18:05:16] info: 	z2m: Starting Zigbee2MQTT version 2.8.0 (commit #unknown)
[2026-02-18 18:05:16] info: 	z2m: Starting zigbee-herdsman (9.0.2)
[2026-02-18 18:05:16] info: 	zh:zstack:znp: Opening SerialPort with {"path":"/dev/serial/by-id/usb-ITead_Sonoff_Zigbee_3.0_USB_Dongle_Plus_607da75b0b22f01185b7648fb887153e-if00-port0","baudRate":115200,"rtscts":false,"autoOpen":false}
[2026-02-18 18:05:16] info: 	zh:zstack:znp: Serialport opened
[2026-02-18 18:05:16] info: 	z2m: zigbee-herdsman started (resumed)
[2026-02-18 18:05:16] info: 	z2m: Coordinator firmware version: '{"meta":{"maintrel":1,"majorrel":2,"minorrel":7,"product":1,"revision":20210708,"transportrev":2},"type":"ZStack3x0"}'
[2026-02-18 18:05:16] info: 	z2m: tristan_door (0x00158d008c7c3f97): MCCGQ11LM - Aqara Door and window sensor (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: hallway_motion (0xa4c138bb16ffdaad): ZG-204ZV - HOBEIAN Millimeter wave motion detection (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: Front Water Valve (0xc4d8c8fffe49bdd2): SWV - SONOFF Zigbee smart water valve (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: bathroom_door (0xa4c1385451a39d3c): ZG-102ZA - HOBEIAN Door/window sensor (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: laundry_vibration (0xa4c1383a6aaf3761): ZG-102ZM - HOBEIAN Vibration sensor (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: living_climate (0xa4c138303ad6ffff): TS0201 - Tuya Temperature & humidity sensor with display (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: bathroom_climate (0xa4c138303ad2ffff): TS0201 - Tuya Temperature & humidity sensor with display (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: tristan_plug (0x180df9fffe0e58ec): E22x4 - IKEA TRETAKT smart plug (Router)
[2026-02-18 18:05:16] info: 	z2m: living_plug (0x20a716fffea47f07): E22x4 - IKEA TRETAKT smart plug (Router)
[2026-02-18 18:05:16] info: 	z2m: dining_plug (0x20a716fffe4c3eb8): E22x4 - IKEA TRETAKT smart plug (Router)
[2026-02-18 18:05:16] info: 	z2m: laundry_plug (0xc09b9efffe0be1d2): E22x4 - IKEA TRETAKT smart plug (Router)
[2026-02-18 18:05:16] info: 	z2m: laundry_light (0xbc8d7efffec29a5d): LED2035G10 - IKEA TRADFRI bulb B22, white spectrum, globe, opal, 1055 lm (Router)
[2026-02-18 18:05:16] info: 	z2m: backyard_light (0xbc8d7efffeaee2b6): LED2035G10 - IKEA TRADFRI bulb B22, white spectrum, globe, opal, 1055 lm (Router)
[2026-02-18 18:05:16] info: 	z2m: living_orb (0x94a081fffe6ce7a7): LED2101G4 - IKEA TRADFRI bulb E12/E14, white spectrum, globe, opal, 450/470 lm (Router)
[2026-02-18 18:05:16] info: 	z2m: dining_climate (0xa4c1383041abffff): TS0201 - Tuya Temperature & humidity sensor with display (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: zephyr_climate (0xa4c138304083ffff): TS0201 - Tuya Temperature & humidity sensor with display (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: tristan_climate (0xa4c138304f17ffff): TS0201 - Tuya Temperature & humidity sensor with display (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: backyard_door (0xa4c13891c62f96d2): ZG-102ZA - HOBEIAN Door/window sensor (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: laundry_door (0xa4c138c47cdb6de3): ZG-102ZA - HOBEIAN Door/window sensor (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: zephyr_door (0xa4c138d5e2e5849b): ZG-102ZA - HOBEIAN Door/window sensor (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: juno_bedroom_door (0xa4c1384b7c526cf2): ZG-102ZA - HOBEIAN Door/window sensor (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: juno_climate (0xa4c138303786ffff): TS0201 - Tuya Temperature & humidity sensor with display (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: bathroom_occupancy (0xa4c138fbf5eab5f5): ZG-204ZL - Tuya Luminance motion sensor (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: plant_monstera_thai (0xa4c1389bcbee127d): CS-201Z - COOLO Soil moisture sensor (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: tristan_window (0xa4c1383507302be1): ZG-102ZA - HOBEIAN Door/window sensor (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: plant_syngonium_green (0xa4c1380acab499de): CS-201Z - COOLO Soil moisture sensor (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: plant_fiddle_leaf (0xa4c13858c92671d0): ZS-304Z - Arteco Soil moisture sensor (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: dining_switch (0x1035970000831bfe): E2489 - IKEA BILRESA remote control with buttons (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: backyard_switch (0x103597000083874d): E2489 - IKEA BILRESA remote control with buttons (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: 0x10359700008c7675 (0x10359700008c7675): E2490 - IKEA BILRESA remote control with scroll wheel (EndDevice)
[2026-02-18 18:05:16] info: 	z2m: tristan_desk (0x001788010d9383a1): 929002471601 - Philips Hue white and color ambiance E26/E27 1600lm (Router)
[2026-02-18 18:05:16] info: 	z2m: Currently 31 devices are joined.
[2026-02-18 18:05:16] info: 	z2m: Connecting to MQTT server at mqtt://core-mosquitto:1883
[2026-02-18 18:05:16] info: 	z2m: Connected to MQTT server
[2026-02-18 18:05:16] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload '{"state":"online"}'
[2026-02-18 18:05:16] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/tristan_door/availability', payload '{"state":"online"}'
[2026-02-18 18:05:16] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/hallway_motion/availability', payload '{"state":"online"}'
[2026-02-18 18:05:16] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Front Water Valve/availability', payload '{"state":"online"}'
[2026-02-18 18:05:16] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bathroom_door/availability', payload '{"state":"online"}'
[2026-02-18 18:05:16] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/laundry_vibration/availability', payload '{"state":"online"}'
[2026-02-18 18:05:16] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/living_climate/availability', payload '{"state":"online"}'
[2026-02-18 18:05:16] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bathroom_climate/availability', payload '{"state":"online"}'
[2026-02-18 18:05:16] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/tristan_plug/availability', payload '{"state":"online"}'
[2026-02-18 18:05:16] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/living_plug/availability', payload '{"state":"online"}'
[2026-02-18 18:05:16] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/dining_plug/availability', payload '{"state":"online"}'
[2026-02-18 18:05:16] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/laundry_plug/availability', payload '{"state":"online"}'
[2026-02-18 18:05:16] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/laundry_light/availability', payload '{"state":"online"}'
[2026-02-18 18:05:16] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/backyard_light/availability', payload '{"state":"online"}'
[2026-02-18 18:05:16] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/living_orb/availability', payload '{"state":"online"}'
[2026-02-18 18:05:16] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/dining_climate/availability', payload '{"state":"online"}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/zephyr_climate/availability', payload '{"state":"online"}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/tristan_climate/availability', payload '{"state":"online"}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/backyard_door/availability', payload '{"state":"online"}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/laundry_door/availability', payload '{"state":"online"}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/zephyr_door/availability', payload '{"state":"online"}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/juno_bedroom_door/availability', payload '{"state":"online"}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/juno_climate/availability', payload '{"state":"online"}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bathroom_occupancy/availability', payload '{"state":"online"}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/plant_monstera_thai/availability', payload '{"state":"online"}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/tristan_window/availability', payload '{"state":"online"}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/plant_syngonium_green/availability', payload '{"state":"online"}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/plant_fiddle_leaf/availability', payload '{"state":"online"}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/dining_switch/availability', payload '{"state":"online"}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/backyard_switch/availability', payload '{"state":"online"}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/0x10359700008c7675/availability', payload '{"state":"online"}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/tristan_desk/availability', payload '{"state":"online"}'
[2026-02-18 18:05:17] info: 	z2m: Started frontend on port 8099
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/tristan_door', payload '{"battery":100,"contact":false,"device_temperature":29,"linkquality":96,"power_outage_count":13,"trigger_count":0,"voltage":3105}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/hallway_motion', payload '{"battery":100,"fading_time":60,"humidity":45,"humidity_calibration":0,"illuminance":1077,"illuminance_interval":1,"indicator":"OFF","linkquality":54,"motion_detection_sensitivity":12,"presence":false,"temperature":24.1,"temperature_calibration":0,"temperature_unit":"celsius"}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Front Water Valve', payload '{"auto_close_when_water_shortage":"ENABLE","battery":100,"current_device_status":"normal_state","cyclic_quantitative_irrigation":null,"cyclic_timed_irrigation":null,"flow":0,"linkquality":54,"state":"OFF","update":{"installed_version":4100,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Sonoff/zbswv_v1.0.4.ota","latest_version":4100,"state":"idle"}}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bathroom_door', payload '{"battery":100,"battery_low":false,"contact":false,"linkquality":42,"tamper":false,"voltage":2800}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/laundry_vibration', payload '{"battery":100,"contact":null,"linkquality":57,"sensitivity":30,"vibration":false}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/living_climate', payload '{"battery":100,"humidity":44,"linkquality":102,"temperature":23.5,"update":{"installed_version":-1,"latest_version":-1,"state":null},"voltage":3200}'
[2026-02-18 18:05:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bathroom_climate', payload '{"battery":100,"humidity":40,"linkquality":60,"temperature":25.7,"update":{"installed_version":-1,"latest_version":-1,"state":null},"voltage":3100}'
